country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
"Congo, Democratic Republic of the",Maze,Winter,60.38,2020,91.9,49.44
Norway,Cotton,Winter,85.43,2020,31.72,48.2
"Congo, Republic of the",Sugar Cane,Summer,53.39,2022,83.56,46.82
Ukraine,Wheat,Summer,23.08,2020,69.02,86.38
Benin,Sugar Cane,Rainy Season,23.53,2020,41.37,78.9
Seychelles,Wheat,Spring,42.02,2020,26.5,89.03
"Micronesia, Federated States of",Cotton,Spring,32.09,2021,42.05,82.02
East Timor (Timor-Leste),Paddy,Rainy Season,77.44,2021,70.26,29.25
Niger,Apples,Spring,26.5,2020,16.91,81.03
Papua New Guinea,Maze,Summer,33.01,2022,79.44,43.62
Croatia,Sugar Cane,Fall,42.79,2020,62.74,13.24
Denmark,Maze,Summer,70.71,2022,15.56,60.53
Kiribati,Apples,Winter,76.3,2021,86.9,37.72
Cuba,Sugar Cane,Rainy Season,20.02,2020,47.89,49.67
Lebanon,Plam Oil,Winter,61.2,2021,45.58,92.9
Oman,Plam Oil,Fall,92.66,2020,17.1,67.13
Iran,Apples,Summer,85.97,2022,62.14,72.78
Sao Tome and Principe,Apples,Summer,47.57,2021,12.19,16.89
Benin,Plam Oil,Winter,10.39,2020,54.22,60.95
Antigua and Barbuda,Plam Oil,Summer,36.12,2020,67.27,82.6
Russia,Wheat,Spring,71.73,2021,67.48,27.53
Australia,Sugar Cane,Fall,82.59,2021,79.23,28.25
Bangladesh,Cotton,Fall,29.03,2020,18.43,65.6
Tonga,Wheat,Rainy Season,53.25,2021,70.05,44.55
Belize,Cotton,Rainy Season,62.41,2021,58.36,28.71
"Congo, Republic of the",Plam Oil,Rainy Season,63.66,2021,16.38,42.81
Honduras,Sugar Cane,Summer,60.19,2021,44.53,89.67
Cameroon,Sugar Cane,Winter,88.65,2020,53.17,51.41
Benin,Sugar Cane,Spring,37.71,2020,63.36,74.74
Equatorial Guinea,Paddy,Spring,91.12,2021,17.39,83.43
Uruguay,Cotton,Spring,22.34,2021,84.1,39.61
Kenya,Cotton,Spring,42.11,2021,57.98,72.28
Croatia,Wheat,Fall,80.54,2022,41.54,29.64
Fiji,Apples,Winter,31.93,2022,13.73,56.73
Togo,Sugar Cane,Rainy Season,86.48,2020,37.18,23.75
Maldives,Cotton,Spring,60.78,2020,51.83,38.83
Latvia,Apples,Summer,61.57,2022,15.91,84.9
Slovakia,Paddy,Fall,62.43,2022,86.43,24.8
Zambia,Maze,Spring,86.79,2020,48.46,51.86
"Sudan, South",Paddy,Summer,12.96,2020,47.01,90.53
Libya,Apples,Rainy Season,46.72,2020,75.79,18.6
Cuba,Maze,Winter,89.35,2021,57.57,37.57
Eritrea,Apples,Spring,71.27,2022,21.88,71.78
Armenia,Paddy,Fall,16.23,2020,14.72,70.55
"Congo, Republic of the",Cotton,Summer,67.35,2021,86.02,13.98
Argentina,Apples,Fall,40.63,2022,78.03,30.34
El Salvador,Maze,Winter,62.94,2022,62.25,87.85
Bolivia,Paddy,Rainy Season,26.27,2021,43.09,74.94
Venezuela,Sugar Cane,Fall,63.71,2021,53.38,76.93
Lebanon,Sugar Cane,Rainy Season,50.41,2021,18.25,31.12
Romania,Wheat,Winter,20.33,2021,10.76,84.76
United Kingdom,Apples,Summer,38.32,2020,41.1,18.81
Rwanda,Plam Oil,Summer,55.73,2020,33.58,83.78
Haiti,Maze,Spring,77.76,2021,58.38,66.68
Brunei,Cotton,Winter,73.26,2020,34.46,55.18
Montenegro,Cotton,Winter,28.89,2020,50.81,48.89
Saint Kitts and Nevis,Plam Oil,Spring,56.64,2020,29.71,21.08
New Zealand,Maze,Fall,86.1,2020,93.12,12.79
United Kingdom,Sugar Cane,Winter,25.79,2020,66.78,10.93
Maldives,Maze,Fall,82.72,2021,18.12,51.1
"Congo, Democratic Republic of the",Cotton,Fall,70.83,2021,47.22,23.75
India,Wheat,Fall,39.13,2021,56.88,22.11
El Salvador,Cotton,Rainy Season,35.63,2021,49.92,76.87
Zambia,Plam Oil,Spring,42.19,2021,25.84,64.65
Brazil,Maze,Rainy Season,45.61,2020,63.0,54.51
Argentina,Paddy,Fall,63.6,2022,12.93,22.48
Spain,Sugar Cane,Fall,69.13,2020,25.07,65.19
Algeria,Cotton,Rainy Season,48.5,2020,24.6,71.29
Canada,Paddy,Fall,12.53,2020,56.61,16.64
North Macedonia,Plam Oil,Spring,63.26,2020,41.59,16.8
Spain,Plam Oil,Winter,38.54,2022,19.78,63.5
Equatorial Guinea,Sugar Cane,Summer,61.83,2022,92.71,49.69
China,Paddy,Rainy Season,25.21,2020,46.12,41.78
Libya,Maze,Spring,81.03,2020,16.54,51.62
Latvia,Cotton,Winter,74.75,2020,36.99,59.88
Iran,Apples,Rainy Season,70.77,2022,37.42,28.6
Guinea,Cotton,Summer,89.7,2022,13.68,29.09
Liberia,Wheat,Summer,50.32,2020,68.62,89.45
Ukraine,Maze,Summer,26.43,2020,35.0,14.88
Iceland,Plam Oil,Rainy Season,90.38,2021,88.31,87.82
Iceland,Cotton,Winter,19.03,2022,33.16,31.37
Somalia,Apples,Rainy Season,43.2,2020,20.98,51.1
Italy,Paddy,Summer,57.88,2021,32.49,61.3
Chile,Maze,Rainy Season,75.1,2020,48.47,75.21
Cuba,Apples,Winter,16.68,2022,10.4,51.8
Sweden,Cotton,Summer,63.83,2021,13.64,33.73
Greece,Wheat,Winter,55.52,2022,69.8,42.87
Tuvalu,Cotton,Summer,47.72,2022,33.1,13.59
Ireland,Apples,Rainy Season,89.46,2020,87.43,53.07
Brazil,Paddy,Rainy Season,34.31,2022,45.64,90.99
Kuwait,Cotton,Spring,67.41,2021,12.78,43.74
Cameroon,Wheat,Summer,11.12,2022,60.88,23.77
Laos,Wheat,Winter,55.16,2021,68.03,69.82
Tajikistan,Plam Oil,Winter,71.46,2020,79.14,88.77
East Timor (Timor-Leste),Cotton,Fall,53.79,2020,59.2,72.58
Brunei,Paddy,Winter,75.18,2020,14.19,60.45
Kuwait,Plam Oil,Fall,26.27,2021,44.22,41.12
Luxembourg,Paddy,Fall,35.75,2022,46.43,85.23
Guyana,Apples,Spring,58.9,2021,91.36,16.63
Oman,Maze,Winter,36.89,2020,80.45,24.25
Maldives,Paddy,Summer,27.42,2022,57.99,54.47
Lesotho,Paddy,Spring,20.2,2020,59.3,39.29
Taiwan,Sugar Cane,Rainy Season,27.07,2020,71.43,58.97
United States,Paddy,Spring,34.21,2020,69.99,48.51
Brunei,Apples,Winter,40.8,2022,33.65,82.79
The Bahamas,Plam Oil,Rainy Season,38.43,2021,41.72,28.7
Tonga,Apples,Rainy Season,41.19,2020,44.32,62.44
Zambia,Paddy,Fall,66.47,2022,44.99,16.88
Solomon Islands,Cotton,Winter,26.05,2020,56.89,75.02
Marshall Islands,Paddy,Fall,64.69,2021,32.67,81.82
Saint Lucia,Maze,Rainy Season,85.27,2020,57.3,63.57
United States,Sugar Cane,Summer,44.75,2020,11.68,69.02
Switzerland,Apples,Summer,55.45,2021,21.44,31.58
Hungary,Apples,Fall,26.57,2020,79.04,75.26
Central African Republic,Cotton,Fall,22.99,2020,57.12,37.75
Philippines,Paddy,Winter,55.76,2020,15.32,13.34
Djibouti,Sugar Cane,Spring,38.06,2022,65.99,19.03
Monaco,Plam Oil,Rainy Season,71.84,2021,55.57,52.96
Thailand,Apples,Winter,82.51,2020,53.13,88.01
Togo,Sugar Cane,Summer,51.59,2020,90.95,39.33
Singapore,Cotton,Winter,73.96,2021,28.37,23.79
Hungary,Maze,Winter,15.72,2022,39.99,68.54
East Timor (Timor-Leste),Paddy,Rainy Season,52.35,2022,24.47,56.56
Kyrgyzstan,Sugar Cane,Spring,80.78,2021,85.38,60.72
Denmark,Plam Oil,Summer,57.73,2022,85.31,20.27
Sudan,Sugar Cane,Summer,60.84,2020,82.87,53.23
Kenya,Cotton,Fall,38.26,2022,47.4,15.62
Tunisia,Paddy,Summer,62.37,2021,72.5,87.68
North Macedonia,Sugar Cane,Spring,86.66,2020,16.51,27.63
Qatar,Wheat,Summer,42.75,2022,67.98,35.8
Kiribati,Sugar Cane,Spring,36.77,2020,71.62,60.96
China,Maze,Spring,32.81,2021,78.13,63.47
Thailand,Apples,Fall,87.53,2021,45.97,72.31
Honduras,Wheat,Fall,13.5,2022,52.63,61.05
Jamaica,Paddy,Rainy Season,53.72,2022,68.82,62.7
Niger,Apples,Summer,31.57,2022,45.77,71.06
Slovakia,Apples,Spring,75.3,2022,45.84,14.77
Zimbabwe,Apples,Fall,15.65,2022,18.78,61.07
Honduras,Wheat,Winter,60.95,2022,63.67,88.92
"Micronesia, Federated States of",Maze,Spring,35.04,2020,61.8,37.52
Niger,Plam Oil,Summer,65.1,2022,11.05,22.15
Djibouti,Wheat,Spring,31.28,2021,88.01,85.3
Thailand,Plam Oil,Summer,51.46,2021,34.17,65.91
Spain,Plam Oil,Spring,21.0,2021,23.0,73.33
Romania,Wheat,Summer,83.44,2021,59.03,39.92
Uzbekistan,Maze,Summer,23.19,2022,21.27,36.89
Antigua and Barbuda,Sugar Cane,Rainy Season,80.37,2021,67.33,39.44
Bhutan,Maze,Summer,60.94,2022,29.33,32.4
Paraguay,Paddy,Fall,60.28,2022,32.51,25.23
Kyrgyzstan,Wheat,Spring,82.66,2020,30.68,35.07
Hungary,Paddy,Fall,24.06,2021,15.35,12.21
United Kingdom,Paddy,Spring,70.01,2020,58.47,39.65
North Macedonia,Cotton,Fall,44.1,2020,41.24,52.8
Israel,Cotton,Winter,66.15,2020,47.62,81.72
Liberia,Cotton,Fall,35.13,2020,29.67,31.8
Australia,Wheat,Rainy Season,72.83,2021,70.89,76.59
South Africa,Plam Oil,Spring,45.98,2022,40.48,14.63
Libya,Cotton,Fall,38.18,2022,54.05,37.08
Venezuela,Wheat,Fall,47.25,2022,21.35,16.97
Lebanon,Sugar Cane,Summer,39.35,2022,60.5,87.13
"Congo, Republic of the",Wheat,Spring,23.37,2022,56.58,16.63
South Africa,Paddy,Spring,35.75,2021,66.2,56.65
Syria,Maze,Rainy Season,61.92,2022,12.76,32.84
Seychelles,Apples,Summer,36.73,2021,39.98,42.47
Myanmar (Burma),Wheat,Rainy Season,51.14,2022,36.77,64.2
Andorra,Apples,Summer,60.73,2022,40.66,62.36
Cameroon,Paddy,Winter,73.48,2021,20.68,88.31
Belgium,Maze,Spring,82.24,2021,81.52,63.49
Benin,Maze,Summer,29.74,2022,73.41,86.6
Algeria,Maze,Winter,57.93,2020,36.86,70.47
Portugal,Wheat,Spring,23.19,2020,68.71,43.91
Kyrgyzstan,Paddy,Fall,90.53,2020,87.31,16.25
Malaysia,Sugar Cane,Spring,80.17,2022,84.2,60.8
Armenia,Paddy,Rainy Season,87.79,2020,13.21,39.82
Armenia,Maze,Fall,41.94,2020,42.02,91.06
Turkmenistan,Maze,Winter,60.64,2022,54.29,73.87
China,Plam Oil,Spring,36.4,2021,31.01,54.53
Malaysia,Wheat,Spring,13.32,2021,70.69,89.4
Lebanon,Cotton,Fall,10.74,2021,23.86,70.41
Ecuador,Plam Oil,Summer,75.2,2021,16.88,81.87
Haiti,Maze,Rainy Season,30.59,2021,20.22,59.68
Denmark,Cotton,Winter,88.65,2022,70.88,84.67
Paraguay,Paddy,Fall,60.21,2021,57.72,43.39
Nicaragua,Wheat,Summer,59.68,2022,30.74,89.77
Saint Lucia,Apples,Spring,40.63,2020,60.27,36.85
Senegal,Paddy,Rainy Season,64.62,2020,50.51,45.39
Guyana,Sugar Cane,Fall,51.28,2022,22.43,28.26
Uzbekistan,Plam Oil,Fall,77.54,2020,43.09,75.46
Malaysia,Plam Oil,Summer,52.95,2020,12.87,37.66
Ghana,Sugar Cane,Summer,53.64,2022,28.5,30.49
Yemen,Apples,Winter,45.37,2020,35.36,45.45
Benin,Apples,Rainy Season,43.27,2021,36.09,58.46
Barbados,Paddy,Rainy Season,38.71,2021,10.9,42.67
Samoa,Maze,Summer,81.51,2020,85.11,41.72
Cyprus,Sugar Cane,Rainy Season,20.43,2020,33.56,79.94
"Korea, North",Paddy,Winter,40.24,2022,18.49,16.17
United Arab Emirates,Apples,Winter,69.1,2020,39.67,67.4
Madagascar,Maze,Fall,35.06,2022,38.43,59.93
Finland,Sugar Cane,Fall,89.5,2020,16.6,22.47
Switzerland,Sugar Cane,Rainy Season,89.88,2022,12.87,10.45
Ghana,Cotton,Summer,67.45,2022,25.77,28.0
France,Cotton,Fall,22.68,2022,74.77,26.91
Saint Kitts and Nevis,Maze,Summer,79.2,2020,23.02,62.88
Cambodia,Maze,Winter,57.64,2022,52.25,41.0
Jordan,Cotton,Winter,26.68,2020,46.82,82.33
Thailand,Cotton,Fall,32.48,2020,15.41,48.96
Sudan,Wheat,Spring,39.05,2022,66.22,90.09
Guyana,Apples,Summer,89.22,2020,79.39,75.65
Togo,Paddy,Spring,77.34,2020,48.77,36.71
Nigeria,Apples,Spring,54.0,2022,87.91,92.21
Spain,Sugar Cane,Fall,67.56,2020,78.05,44.57
Côte d’Ivoire,Apples,Winter,53.95,2021,41.73,65.32
Antigua and Barbuda,Paddy,Summer,52.35,2020,69.36,29.01
Brunei,Sugar Cane,Rainy Season,85.04,2020,19.44,63.31
The Bahamas,Plam Oil,Winter,91.82,2022,80.66,66.98
Finland,Cotton,Spring,79.89,2021,28.74,56.58
Croatia,Cotton,Spring,40.77,2022,59.6,50.36
Saint Kitts and Nevis,Maze,Fall,46.57,2022,40.56,56.41
Syria,Paddy,Winter,21.1,2021,43.35,47.81
Nepal,Wheat,Spring,43.43,2022,33.87,49.8
Taiwan,Maze,Rainy Season,66.15,2020,23.64,20.9
Austria,Maze,Winter,82.47,2022,14.85,12.22
Burundi,Paddy,Winter,68.28,2021,84.2,33.9
Chad,Wheat,Winter,79.76,2021,54.64,58.59
Sudan,Cotton,Fall,21.68,2021,61.74,27.23
Panama,Cotton,Fall,47.73,2021,52.24,36.18
Luxembourg,Apples,Spring,85.13,2020,74.36,58.62
Bolivia,Cotton,Spring,76.87,2020,87.45,89.95
Nepal,Sugar Cane,Spring,79.79,2021,72.33,24.12
Malta,Wheat,Spring,61.52,2020,61.29,60.85
El Salvador,Plam Oil,Winter,61.54,2020,85.48,85.79
Ukraine,Paddy,Winter,88.51,2021,80.88,40.92
Cameroon,Paddy,Summer,39.22,2020,38.11,57.31
Gabon,Paddy,Spring,39.53,2022,42.16,68.68
Kosovo,Sugar Cane,Fall,40.04,2020,89.14,64.49
Serbia,Wheat,Summer,88.04,2021,86.1,48.19
The Gambia,Apples,Summer,91.81,2020,45.27,25.33
Djibouti,Wheat,Summer,34.79,2020,54.69,76.18
Armenia,Sugar Cane,Fall,34.94,2020,68.38,31.93
United Arab Emirates,Apples,Fall,78.0,2022,24.98,66.95
Tanzania,Maze,Rainy Season,73.6,2021,82.43,88.86
The Gambia,Wheat,Spring,64.7,2022,82.27,86.31
Russia,Sugar Cane,Winter,28.78,2022,24.43,67.32
"Korea, South",Plam Oil,Rainy Season,87.05,2020,76.94,79.99
Qatar,Paddy,Summer,54.46,2021,86.96,71.61
Guyana,Paddy,Fall,52.83,2022,56.9,40.66
Monaco,Sugar Cane,Summer,50.77,2022,90.29,18.98
Sweden,Paddy,Winter,71.07,2020,19.2,82.53
Colombia,Apples,Winter,53.12,2021,41.29,62.04
Brunei,Apples,Winter,91.27,2021,90.99,66.88
Albania,Sugar Cane,Fall,93.11,2021,55.81,67.33
Mauritania,Apples,Winter,80.53,2021,21.71,40.85
Venezuela,Cotton,Winter,29.76,2022,21.44,19.51
Israel,Maze,Fall,61.9,2022,67.58,24.99
Solomon Islands,Plam Oil,Rainy Season,51.46,2022,89.61,31.61
Iceland,Plam Oil,Winter,27.58,2022,25.12,78.02
Azerbaijan,Maze,Fall,57.04,2020,76.53,52.81
Vanuatu,Apples,Fall,49.89,2022,38.72,45.15
Trinidad and Tobago,Sugar Cane,Rainy Season,70.01,2020,25.09,40.44
Tonga,Paddy,Spring,67.65,2020,68.86,91.95
Saint Vincent and the Grenadines,Cotton,Spring,71.28,2020,73.06,15.92
Lebanon,Paddy,Rainy Season,80.13,2021,21.73,43.8
China,Wheat,Rainy Season,80.7,2021,66.78,28.65
East Timor (Timor-Leste),Cotton,Rainy Season,90.47,2020,23.81,43.51
Maldives,Apples,Summer,38.87,2022,71.31,68.98
Lithuania,Sugar Cane,Winter,57.48,2021,33.86,45.28
Guatemala,Apples,Summer,38.57,2020,21.69,63.3
Morocco,Maze,Spring,70.16,2021,19.82,21.23
Dominica,Apples,Summer,60.82,2021,18.47,29.02
Algeria,Apples,Winter,76.9,2022,21.29,20.36
Iraq,Paddy,Fall,66.2,2020,65.09,41.25
Egypt,Plam Oil,Winter,10.25,2021,51.99,10.78
Taiwan,Paddy,Fall,34.78,2021,78.15,69.48
Morocco,Wheat,Fall,40.91,2022,60.43,44.49
Indonesia,Paddy,Fall,72.07,2020,88.17,83.52
Ethiopia,Paddy,Summer,90.04,2020,38.2,43.59
Saint Vincent and the Grenadines,Maze,Rainy Season,31.32,2022,47.08,84.13
Brunei,Wheat,Fall,43.0,2022,85.01,85.44
Tonga,Maze,Rainy Season,29.86,2020,70.05,12.21
Jamaica,Apples,Fall,29.29,2022,63.52,21.58
Thailand,Paddy,Fall,40.18,2020,41.52,16.01
Vietnam,Wheat,Fall,27.78,2020,12.87,78.39
Lithuania,Wheat,Summer,33.52,2022,12.93,51.99
Georgia,Plam Oil,Summer,28.83,2022,50.44,13.81
Zimbabwe,Wheat,Winter,39.83,2021,26.81,65.15
United Arab Emirates,Maze,Fall,37.88,2021,19.13,64.91
Guinea,Sugar Cane,Rainy Season,47.2,2021,23.08,50.0
Sweden,Apples,Spring,57.55,2020,58.76,14.24
Australia,Wheat,Summer,44.61,2020,28.49,82.94
Bolivia,Cotton,Fall,87.21,2022,93.14,86.38
Mali,Plam Oil,Fall,83.19,2021,25.32,26.32
United Arab Emirates,Wheat,Winter,25.35,2021,45.23,13.33
Belgium,Plam Oil,Winter,76.59,2020,84.6,51.53
Morocco,Wheat,Rainy Season,70.7,2020,72.7,86.65
Tanzania,Maze,Fall,48.66,2021,57.92,44.65
Andorra,Apples,Fall,38.46,2022,43.47,12.69
Singapore,Plam Oil,Spring,72.05,2021,75.79,47.75
Djibouti,Wheat,Fall,61.42,2022,22.34,89.65
Gabon,Maze,Spring,72.46,2020,76.53,68.16
Estonia,Paddy,Winter,91.99,2022,60.56,35.51
Grenada,Paddy,Fall,39.07,2022,53.27,71.43
North Macedonia,Sugar Cane,Spring,66.61,2020,76.51,49.88
Gabon,Plam Oil,Fall,31.43,2021,22.54,80.75
Ukraine,Apples,Spring,57.85,2022,78.87,14.96
Cyprus,Wheat,Rainy Season,47.92,2020,55.8,87.02
United Arab Emirates,Apples,Summer,42.37,2020,53.27,61.34
Portugal,Paddy,Winter,26.72,2021,70.97,35.73
Liberia,Plam Oil,Spring,15.56,2022,18.82,63.55
Cambodia,Apples,Fall,74.8,2020,25.41,66.28
Maldives,Paddy,Winter,77.25,2021,85.5,73.88
Tajikistan,Maze,Spring,21.32,2022,27.43,62.16
Guinea,Maze,Summer,91.14,2021,31.25,27.37
Haiti,Wheat,Summer,64.93,2020,77.96,70.74
Djibouti,Sugar Cane,Rainy Season,30.07,2022,90.04,28.07
Israel,Paddy,Winter,65.37,2022,50.32,75.34
El Salvador,Maze,Fall,30.09,2021,84.98,71.85
Czech Republic,Apples,Spring,58.14,2020,60.55,42.65
Myanmar (Burma),Maze,Winter,46.08,2020,53.27,17.37
China,Sugar Cane,Winter,20.54,2022,52.02,56.4
Afghanistan,Apples,Fall,77.71,2022,80.8,54.32
Belize,Maze,Spring,41.95,2020,45.32,34.09
Botswana,Sugar Cane,Spring,46.1,2021,15.33,75.18
Brunei,Wheat,Spring,40.31,2021,68.78,86.64
Rwanda,Wheat,Winter,79.16,2020,57.45,62.62
Malawi,Maze,Fall,56.99,2021,35.76,29.04
Somalia,Maze,Winter,90.81,2022,46.68,63.97
Andorra,Apples,Winter,39.43,2021,16.85,66.44
Switzerland,Maze,Rainy Season,35.24,2020,47.08,75.71
Kyrgyzstan,Sugar Cane,Rainy Season,45.81,2021,65.27,61.08
Armenia,Maze,Fall,72.31,2021,63.61,82.84
Mexico,Sugar Cane,Spring,46.31,2021,35.36,61.5
Côte d’Ivoire,Cotton,Fall,72.31,2020,46.34,72.73
Latvia,Sugar Cane,Summer,42.91,2022,52.5,34.52
Namibia,Cotton,Fall,11.27,2021,29.97,92.41
Belarus,Wheat,Fall,84.65,2021,16.06,13.7
San Marino,Paddy,Spring,83.59,2020,39.85,57.78
The Bahamas,Apples,Spring,78.05,2020,73.62,62.29
Uganda,Apples,Summer,80.63,2021,61.1,37.58
Canada,Wheat,Fall,64.44,2021,22.75,71.75
Equatorial Guinea,Plam Oil,Rainy Season,75.09,2021,26.19,71.51
Myanmar (Burma),Maze,Rainy Season,58.45,2021,62.32,70.13
Comoros,Apples,Fall,10.81,2021,70.59,36.09
Oman,Plam Oil,Fall,15.63,2020,54.08,77.99
Morocco,Plam Oil,Fall,71.5,2022,58.41,51.35
Albania,Maze,Winter,73.11,2020,65.07,53.62
Eritrea,Wheat,Spring,13.05,2022,55.55,12.32
United Arab Emirates,Sugar Cane,Rainy Season,40.3,2021,73.37,51.18
Cyprus,Paddy,Spring,77.91,2020,39.33,41.78
Nauru,Sugar Cane,Rainy Season,90.59,2020,14.01,69.33
Monaco,Maze,Fall,82.48,2022,43.59,57.99
Eritrea,Sugar Cane,Winter,47.68,2021,67.28,72.38
Venezuela,Plam Oil,Summer,46.9,2021,82.98,47.37
Nepal,Plam Oil,Summer,61.92,2021,86.25,25.84
Uruguay,Cotton,Rainy Season,75.69,2021,54.11,16.27
Turkey,Sugar Cane,Summer,17.3,2020,34.04,54.58
Austria,Maze,Spring,70.44,2022,71.19,48.05
Monaco,Wheat,Rainy Season,43.29,2020,78.05,45.41
Cuba,Wheat,Fall,55.46,2020,29.9,47.1
Papua New Guinea,Paddy,Winter,43.24,2020,54.98,80.11
The Bahamas,Wheat,Spring,36.09,2021,64.94,75.28
Slovenia,Wheat,Spring,39.87,2021,80.28,27.05
Suriname,Sugar Cane,Winter,58.77,2020,47.86,77.95
Bangladesh,Apples,Fall,42.47,2020,32.06,49.23
East Timor (Timor-Leste),Plam Oil,Fall,68.0,2020,47.33,63.16
Norway,Cotton,Winter,20.46,2020,19.93,79.87
Colombia,Plam Oil,Spring,27.47,2022,54.29,70.54
Jamaica,Wheat,Rainy Season,76.07,2021,51.92,34.0
Kosovo,Plam Oil,Winter,72.48,2020,82.42,67.0
Antigua and Barbuda,Sugar Cane,Winter,92.53,2020,92.19,86.85
Slovenia,Sugar Cane,Spring,90.52,2020,69.12,27.54
Cabo Verde,Wheat,Fall,29.61,2021,66.63,86.56
Egypt,Sugar Cane,Fall,25.36,2020,25.9,72.58
Belize,Paddy,Summer,22.68,2020,45.34,81.36
Monaco,Cotton,Rainy Season,61.82,2022,64.62,31.23
Saint Vincent and the Grenadines,Sugar Cane,Summer,66.21,2021,27.07,78.9
Taiwan,Plam Oil,Summer,84.01,2022,22.25,86.98
Albania,Sugar Cane,Rainy Season,59.59,2021,10.53,25.88
Peru,Sugar Cane,Rainy Season,53.46,2020,54.36,84.59
Mongolia,Plam Oil,Winter,89.16,2022,17.11,20.63
Thailand,Paddy,Summer,21.29,2022,26.35,34.18
Georgia,Sugar Cane,Spring,52.61,2022,70.95,54.9
Finland,Maze,Rainy Season,20.61,2022,85.38,40.07
Angola,Cotton,Fall,73.4,2021,15.49,56.24
Uganda,Wheat,Spring,85.85,2022,93.01,52.2
Kuwait,Wheat,Winter,37.13,2020,22.24,13.52
Maldives,Apples,Summer,76.16,2020,21.41,82.46
Honduras,Maze,Rainy Season,38.29,2020,73.33,90.16
Kazakhstan,Cotton,Spring,89.99,2022,73.3,35.0
Sierra Leone,Paddy,Summer,10.99,2020,69.46,36.85
Lebanon,Plam Oil,Rainy Season,58.57,2020,62.38,28.48
Sao Tome and Principe,Paddy,Winter,26.61,2022,54.93,29.45
Brazil,Plam Oil,Spring,56.97,2020,86.37,74.37
Philippines,Cotton,Fall,32.96,2022,64.76,55.31
Chile,Apples,Rainy Season,92.36,2022,53.91,84.86
Greece,Apples,Summer,29.86,2022,67.56,26.35
Philippines,Plam Oil,Fall,79.37,2022,52.81,78.3
Belgium,Cotton,Winter,26.2,2021,27.44,76.23
Colombia,Plam Oil,Spring,68.73,2020,56.25,88.99
"Congo, Democratic Republic of the",Plam Oil,Winter,44.08,2020,62.52,52.03
Mozambique,Plam Oil,Fall,85.91,2022,62.35,79.86
Kazakhstan,Wheat,Fall,10.35,2021,57.63,86.84
Bolivia,Sugar Cane,Winter,62.95,2020,33.86,39.9
Thailand,Paddy,Summer,80.08,2020,19.95,22.56
East Timor (Timor-Leste),Paddy,Rainy Season,27.15,2021,72.66,29.68
Colombia,Maze,Spring,20.13,2020,38.81,30.54
Grenada,Paddy,Summer,53.3,2020,75.94,30.05
Bolivia,Wheat,Summer,68.91,2022,67.67,35.16
Bahrain,Plam Oil,Rainy Season,54.08,2020,78.91,55.1
Monaco,Apples,Summer,36.77,2022,79.02,72.07
Uganda,Cotton,Rainy Season,54.5,2020,57.5,44.92
Libya,Plam Oil,Rainy Season,52.3,2020,13.73,88.83
Montenegro,Maze,Spring,90.97,2021,27.21,54.72
Côte d’Ivoire,Maze,Summer,33.83,2021,40.61,40.04
Lithuania,Sugar Cane,Winter,15.75,2021,53.22,81.95
Venezuela,Maze,Rainy Season,35.86,2020,12.96,85.1
Zambia,Maze,Rainy Season,27.11,2021,21.4,22.89
Turkey,Apples,Rainy Season,69.0,2021,23.51,53.97
Andorra,Maze,Rainy Season,19.44,2020,28.25,12.18
Kuwait,Wheat,Spring,71.65,2020,68.06,30.85
Denmark,Sugar Cane,Rainy Season,86.47,2021,76.25,30.9
Nauru,Sugar Cane,Rainy Season,77.85,2021,57.22,41.5
Singapore,Paddy,Spring,57.57,2021,38.63,61.85
Marshall Islands,Paddy,Rainy Season,49.02,2020,30.16,48.3
Somalia,Maze,Winter,76.27,2020,16.86,79.97
Djibouti,Maze,Fall,51.1,2022,45.89,33.7
Liechtenstein,Maze,Fall,21.71,2022,46.76,71.94
Peru,Cotton,Rainy Season,64.57,2022,56.52,47.63
China,Apples,Rainy Season,72.41,2022,11.5,37.83
Guatemala,Apples,Summer,66.98,2020,56.96,20.0
Côte d’Ivoire,Cotton,Winter,15.67,2021,70.55,55.59
Jamaica,Apples,Summer,30.79,2022,19.58,87.96
Turkmenistan,Paddy,Winter,18.63,2021,38.11,18.35
Qatar,Sugar Cane,Rainy Season,91.58,2021,30.42,51.81
Togo,Wheat,Fall,70.79,2021,21.11,23.1
Bosnia and Herzegovina,Apples,Spring,75.61,2022,49.17,71.34
"Sudan, South",Apples,Summer,90.06,2020,67.28,55.38
Yemen,Maze,Summer,14.27,2021,39.9,67.65
Grenada,Plam Oil,Spring,35.44,2020,61.65,46.45
Eswatini,Paddy,Spring,52.75,2020,75.14,87.75
Switzerland,Apples,Fall,14.08,2021,40.15,19.93
Benin,Plam Oil,Fall,70.77,2021,14.32,21.46
Dominican Republic,Maze,Summer,74.25,2022,20.38,48.18
Netherlands,Wheat,Fall,15.47,2020,84.87,61.81
Tuvalu,Maze,Summer,87.59,2021,24.33,63.41
Brazil,Maze,Winter,77.15,2021,76.89,21.64
Bhutan,Maze,Spring,24.33,2022,80.4,80.78
Vanuatu,Cotton,Fall,18.32,2021,86.59,31.3
Malawi,Maze,Fall,63.09,2020,87.02,53.35
Taiwan,Apples,Fall,45.23,2021,74.24,39.98
Guatemala,Plam Oil,Fall,80.74,2022,24.25,21.35
France,Cotton,Fall,72.48,2020,86.6,68.83
